chainage_m,y_m,z_m,radial_distance_m,Vp_m_per_s,Vs_m_per_s,density_g_cm3,poisson_ratio,dynamic_E_index,low_velocity_anomaly_score_q,geological_zone_label
1017161.0,-9.0,-3.0,9.486832980505138,4962.7,2871.5,2.555,0.189,52.6,0.0,background
1017161.0,-9.0,-2.0,9.219544457292887,5273.4,2964.5,2.604,0.194,58.1,0.0,background
1017161.0,-9.0,-1.0,9.055385138137417,5120.5,2955.9,2.558,0.185,55.9,0.0,background
1017161.0,-9.0,0.0,9.0,5046.6,2889.2,2.588,0.206,54.3,0.0,background
1017161.0,-9.0,1.0,9.055385138137417,4992.6,2829.9,2.582,0.19,52.3,0.0,background
1017161.0,-9.0,2.0,9.219544457292887,5040.3,2868.7,2.594,0.178,53.8,0.0,background
1017161.0,-9.0,3.0,9.486832980505138,5022.9,2846.8,2.538,0.184,52.0,0.0,background
1017161.0,-9.0,4.0,9.848857801796104,4986.7,2855.5,2.563,0.187,52.5,0.0,background
1017161.0,-8.0,-6.0,10.0,5283.9,3030.3,2.56,0.196,59.0,0.0,background
1017161.0,-8.0,-5.0,9.433981132056603,5163.2,2984.1,2.633,0.186,58.6,0.0,background
1017161.0,-8.0,-4.0,8.94427190999916,5208.6,3010.0,2.618,0.199,59.3,0.0,background
1017161.0,-8.0,-3.0,8.54400374531753,5116.8,3000.4,2.612,0.195,58.2,0.0,background
1017161.0,-8.0,-2.0,8.246211251235321,5257.2,2992.5,2.576,0.196,58.1,0.0,background
1017161.0,-8.0,-1.0,8.06225774829855,5110.5,2913.2,2.581,0.191,55.2,0.0,background
1017161.0,-8.0,0.0,8.0,5221.8,2989.8,2.611,0.182,58.6,0.0,background
1017161.0,-8.0,1.0,8.06225774829855,5237.0,2977.2,2.581,0.192,57.7,0.0,background
1017161.0,-8.0,2.0,8.246211251235321,4980.7,2770.9,2.598,0.181,50.9,0.0,background
1017161.0,-8.0,3.0,8.54400374531753,5170.2,2850.4,2.537,0.21,52.8,0.0,background
1017161.0,-8.0,4.0,8.94427190999916,5236.9,2997.4,2.589,0.179,58.4,0.0,background
1017161.0,-8.0,5.0,9.433981132056603,5097.8,2955.0,2.52,0.189,54.9,0.0,background
1017161.0,-8.0,6.0,10.0,4790.8,2751.1,2.561,0.183,48.6,0.0051,background
1017161.0,-7.0,-7.0,9.899494936611665,5080.4,2868.4,2.517,0.189,52.4,0.0,background
1017161.0,-7.0,-6.0,9.219544457292887,5040.7,2834.8,2.541,0.196,51.8,0.0,background
1017161.0,-7.0,-5.0,8.602325267042627,5158.4,2909.2,2.599,0.18,55.7,0.0,background
1017161.0,-7.0,-4.0,8.06225774829855,5064.0,2884.1,2.542,0.184,53.3,0.0,background
1017161.0,-7.0,-3.0,7.615773105863909,4951.6,2841.1,2.563,0.2,51.9,0.0,background
1017161.0,-7.0,-2.0,7.280109889280518,4905.5,2794.7,2.569,0.186,50.6,0.0,background
1017161.0,-7.0,-1.0,7.0710678118654755,5261.2,3070.9,2.572,0.2,60.2,0.0,background
1017161.0,-7.0,0.0,7.0,5129.4,2976.6,2.544,0.186,56.2,0.0,background
1017161.0,-7.0,1.0,7.0710678118654755,4960.8,2821.3,2.528,0.181,50.8,0.0,background
1017161.0,-7.0,2.0,7.280109889280518,4862.7,2731.2,2.564,0.193,48.6,0.0,background
1017161.0,-7.0,3.0,7.615773105863909,4840.3,2813.5,2.516,0.194,49.6,0.0,background
1017161.0,-7.0,4.0,8.06225774829855,5103.3,2973.6,2.603,0.187,57.2,0.0,background
1017161.0,-7.0,5.0,8.602325267042627,5007.6,2877.1,2.585,0.184,53.7,0.0,background
1017161.0,-7.0,6.0,9.219544457292887,5224.6,2984.8,2.553,0.183,57.2,0.0,background
1017161.0,-7.0,7.0,9.899494936611665,5204.1,2979.0,2.577,0.196,57.5,0.0,background
1017161.0,-6.0,-8.0,10.0,5058.1,2928.7,2.562,0.179,54.8,0.0,background
1017161.0,-6.0,-7.0,9.219544457292887,5205.8,2964.4,2.562,0.187,56.7,0.0,background
1017161.0,-6.0,-6.0,8.48528137423857,5076.8,2927.4,2.608,0.197,55.9,0.0,background
1017161.0,-6.0,-5.0,7.810249675906654,5107.7,2980.4,2.563,0.208,56.6,0.0,background
1017161.0,-6.0,-4.0,7.211102550927978,5058.7,2941.7,2.598,0.2,55.9,0.0,background
1017161.0,-6.0,-3.0,6.708203932499369,5089.5,2983.0,2.548,0.18,56.1,0.0,background
1017161.0,-6.0,-2.0,6.324555320336759,5020.9,2848.3,2.567,0.189,52.6,0.0,background
1017161.0,-6.0,-1.0,6.082762530298219,5131.4,2946.2,2.622,0.194,57.1,0.0,background
1017161.0,-6.0,0.0,6.0,5233.8,2966.9,2.598,0.2,57.8,0.0,background
1017161.0,-6.0,1.0,6.082762530298219,4981.6,2854.3,2.579,0.172,52.8,0.0,background
1017161.0,-6.0,2.0,6.324555320336759,5194.9,2931.0,2.583,0.192,56.2,0.0,background
1017161.0,-6.0,3.0,6.708203932499369,5213.0,2941.4,2.592,0.188,56.8,0.0,background
1017161.0,-6.0,4.0,7.211102550927978,5267.5,3081.5,2.618,0.2,61.7,0.0,background
1017161.0,-6.0,5.0,7.810249675906654,5221.5,2953.6,2.615,0.182,57.7,0.0,background
1017161.0,-6.0,6.0,8.48528137423857,5010.8,2826.5,2.532,0.181,51.2,0.0,background
1017161.0,-6.0,7.0,9.219544457292887,5150.7,2938.6,2.564,0.192,55.7,0.0,background
1017161.0,-6.0,8.0,10.0,5146.8,2967.4,2.577,0.189,56.8,0.0,background
1017161.0,-5.0,-8.0,9.433981132056603,5011.4,2875.6,2.544,0.201,52.8,0.0,background
1017161.0,-5.0,-7.0,8.602325267042627,5258.2,2994.8,2.594,0.191,58.6,0.0,background
1017161.0,-5.0,-6.0,7.810249675906654,5358.6,3054.1,2.58,0.187,60.6,0.0,background
1017161.0,-5.0,-5.0,7.0710678118654755,5078.1,2894.5,2.505,0.205,52.9,0.0,background
1017161.0,-5.0,-4.0,6.4031242374328485,4977.1,2878.9,2.544,0.192,52.7,0.0,background
1017161.0,-5.0,-3.0,5.830951894845301,4997.2,2856.8,2.55,0.188,52.3,0.0,background
1017161.0,-5.0,-2.0,5.385164807134504,5132.9,2870.1,2.569,0.187,53.9,0.0,background
1017161.0,-5.0,-1.0,5.0990195135927845,5182.7,2971.9,2.613,0.191,57.9,0.0,background
1017161.0,-5.0,0.0,5.0,5228.2,3055.7,2.547,0.198,59.0,0.0,background
1017161.0,-5.0,1.0,5.0990195135927845,4896.6,2783.2,2.588,0.187,50.6,0.0,background
1017161.0,-5.0,2.0,5.385164807134504,5126.3,2935.8,2.573,0.182,55.7,0.0,background
1017161.0,-5.0,3.0,5.830951894845301,5061.3,2883.3,2.592,0.192,54.3,0.0,background
1017161.0,-5.0,4.0,6.4031242374328485,5296.3,3064.3,2.544,0.191,59.7,0.0,background
1017161.0,-5.0,5.0,7.0710678118654755,5138.9,2946.6,2.507,0.191,54.6,0.0,background
1017161.0,-5.0,6.0,7.810249675906654,5172.4,3037.2,2.612,0.192,59.6,0.0,background
1017161.0,-5.0,7.0,8.602325267042627,5164.8,3009.7,2.608,0.202,58.7,0.0,background
1017161.0,-5.0,8.0,9.433981132056603,5101.2,3024.3,2.548,0.199,57.3,0.0,background
1017161.0,-4.0,-9.0,9.848857801796104,5178.7,2954.2,2.55,0.188,56.0,0.0,background
1017161.0,-4.0,-8.0,8.94427190999916,5057.2,2885.6,2.552,0.203,53.5,0.0,background
1017161.0,-4.0,-7.0,8.06225774829855,5085.7,2939.5,2.611,0.185,56.4,0.0,background
1017161.0,-4.0,-6.0,7.211102550927978,5186.3,2982.6,2.55,0.193,56.9,0.0,background
1017161.0,-4.0,-5.0,6.4031242374328485,5153.8,3003.5,2.533,0.193,56.8,0.0,background
1017161.0,-4.0,-4.0,5.656854249492381,5007.0,2854.6,2.574,0.194,52.8,0.0,background
1017161.0,-4.0,-3.0,5.0,5149.2,2951.9,2.632,0.18,57.6,0.0,background
1017161.0,-4.0,-2.0,4.47213595499958,5076.4,2848.1,2.58,0.18,53.2,0.0,background
1017161.0,-4.0,-1.0,4.123105625617661,4971.1,2925.5,2.603,0.187,55.0,0.0,background
1017161.0,-4.0,0.0,4.0,5266.7,3021.0,2.539,0.199,58.2,0.0,background
1017161.0,-4.0,1.0,4.123105625617661,4979.7,2875.3,2.525,0.217,52.2,0.0,background
1017161.0,-4.0,2.0,4.47213595499958,5177.5,2991.3,2.575,0.196,57.6,0.0,background
1017161.0,-4.0,3.0,5.0,5277.9,3012.3,2.631,0.198,60.1,0.0,background
1017161.0,-4.0,4.0,5.656854249492381,5039.4,2867.1,2.56,0.176,53.1,0.0,background
1017161.0,-4.0,5.0,6.4031242374328485,4937.0,2771.4,2.557,0.193,49.9,0.0,background
1017161.0,-4.0,6.0,7.211102550927978,4900.9,2844.4,2.574,0.181,51.9,0.0,background
1017161.0,-4.0,7.0,8.06225774829855,5319.8,3073.2,2.596,0.188,61.3,0.0,background
1017161.0,-4.0,8.0,8.94427190999916,5024.8,2937.1,2.552,0.195,54.6,0.0,background
1017161.0,-4.0,9.0,9.848857801796104,5069.3,2909.5,2.584,0.185,54.9,0.0,background
1017161.0,-3.0,-9.0,9.486832980505138,4969.6,2792.0,2.61,0.187,51.7,0.0,background
1017161.0,-3.0,-8.0,8.54400374531753,5118.1,2897.0,2.547,0.175,54.0,0.0,background
1017161.0,-3.0,-7.0,7.615773105863909,5106.9,2893.0,2.578,0.181,54.5,0.0,background
1017161.0,-3.0,-6.0,6.708203932499369,5036.3,2866.1,2.537,0.188,52.5,0.0,background
1017161.0,-3.0,-5.0,5.830951894845301,5158.5,2954.1,2.563,0.18,56.2,0.0,background
1017161.0,-3.0,-4.0,5.0,5369.9,3071.3,2.548,0.189,60.4,0.0,background
1017161.0,-3.0,-3.0,4.242640687119285,5006.5,2956.8,2.568,0.202,55.3,0.0,background
1017161.0,-3.0,3.0,4.242640687119285,5167.0,2960.7,2.559,0.199,56.3,0.0,background
1017161.0,-3.0,4.0,5.0,5045.8,2840.1,2.585,0.168,52.9,0.0,background
1017161.0,-3.0,5.0,5.830951894845301,5225.8,2991.7,2.603,0.2,58.5,0.0,background
1017161.0,-3.0,6.0,6.708203932499369,5072.9,2911.9,2.592,0.189,55.1,0.0,background
1017161.0,-3.0,7.0,7.615773105863909,5089.6,2973.3,2.586,0.185,56.7,0.0,background
1017161.0,-3.0,8.0,8.54400374531753,5214.4,2944.8,2.56,0.188,56.2,0.0,background
1017161.0,-3.0,9.0,9.486832980505138,4919.6,2801.0,2.515,0.196,49.7,0.0,background
1017161.0,-2.0,-9.0,9.219544457292887,5063.0,2848.6,2.589,0.194,53.3,0.0,background
1017161.0,-2.0,-8.0,8.246211251235321,5121.9,2908.9,2.571,0.197,54.9,0.0,background
1017161.0,-2.0,-7.0,7.280109889280518,5225.1,2948.2,2.571,0.181,56.6,0.0,background
1017161.0,-2.0,-6.0,6.324555320336759,5027.0,2881.7,2.548,0.189,53.1,0.0,background
1017161.0,-2.0,-5.0,5.385164807134504,5152.9,2958.6,2.637,0.183,57.9,0.0,background
1017161.0,-2.0,-4.0,4.47213595499958,5188.0,2984.2,2.61,0.177,58.2,0.0,background
1017161.0,-2.0,4.0,4.47213595499958,5042.5,2945.1,2.572,0.182,55.4,0.0,background
1017161.0,-2.0,5.0,5.385164807134504,5005.4,2719.4,2.586,0.201,49.4,0.0,background
1017161.0,-2.0,6.0,6.324555320336759,5080.0,2942.8,2.583,0.184,55.8,0.0,background
1017161.0,-2.0,7.0,7.280109889280518,5083.7,2858.5,2.585,0.185,53.6,0.0,background
1017161.0,-2.0,8.0,8.246211251235321,5190.9,2948.3,2.526,0.2,55.4,0.0,background
1017161.0,-2.0,9.0,9.219544457292887,5226.4,3037.4,2.604,0.21,59.8,0.0,background
1017161.0,-1.0,-9.0,9.055385138137417,4994.7,2857.3,2.587,0.186,53.1,0.0,background
1017161.0,-1.0,-8.0,8.06225774829855,5010.9,2886.4,2.599,0.182,54.2,0.0,background
1017161.0,-1.0,-7.0,7.0710678118654755,5433.1,3099.6,2.627,0.191,63.5,0.0,background
1017161.0,-1.0,-6.0,6.082762530298219,5080.4,2978.5,2.579,0.2,56.7,0.0,background
1017161.0,-1.0,-5.0,5.0990195135927845,4977.1,2893.1,2.6,0.192,54.2,0.0,background
1017161.0,-1.0,-4.0,4.123105625617661,5063.0,2862.1,2.572,0.165,53.3,0.0,background
1017161.0,-1.0,4.0,4.123105625617661,5114.3,2918.7,2.531,0.186,54.3,0.0,background
1017161.0,-1.0,5.0,5.0990195135927845,5132.7,2965.9,2.542,0.184,55.9,0.0,background
1017161.0,-1.0,6.0,6.082762530298219,5205.8,3039.5,2.579,0.194,59.2,0.0,background
1017161.0,-1.0,7.0,7.0710678118654755,5074.1,2832.9,2.514,0.188,51.4,0.0,background
1017161.0,-1.0,8.0,8.06225774829855,5006.3,2871.7,2.61,0.197,54.0,0.0,background
1017161.0,-1.0,9.0,9.055385138137417,5013.1,2883.1,2.581,0.22,53.8,0.0,background
1017161.0,0.0,-10.0,10.0,5049.6,2887.6,2.546,0.192,53.4,0.0,background
1017161.0,0.0,-9.0,9.0,5168.9,2952.5,2.587,0.191,56.7,0.0,background
1017161.0,0.0,-8.0,8.0,5152.1,2917.2,2.615,0.195,56.3,0.0,background
1017161.0,0.0,-7.0,7.0,5097.1,2924.8,2.606,0.19,55.9,0.0,background
1017161.0,0.0,-6.0,6.0,4965.9,2784.8,2.577,0.192,50.8,0.0,background
1017161.0,0.0,-5.0,5.0,5097.1,2874.4,2.553,0.183,53.5,0.0,background
1017161.0,0.0,-4.0,4.0,5017.4,2884.4,2.603,0.187,54.3,0.0,background
1017161.0,0.0,4.0,4.0,5050.9,2929.7,2.531,0.195,54.2,0.0,background
1017161.0,0.0,5.0,5.0,5077.8,2888.7,2.547,0.171,53.6,0.0,background
1017161.0,0.0,6.0,6.0,5293.6,2943.1,2.574,0.182,56.9,0.0,background
1017161.0,0.0,7.0,7.0,4995.3,2853.4,2.53,0.188,51.8,0.0,background
1017161.0,0.0,8.0,8.0,5161.9,2934.7,2.552,0.196,55.4,0.0,background
1017161.0,0.0,9.0,9.0,5266.4,3007.9,2.597,0.192,59.1,0.0,background
1017161.0,0.0,10.0,10.0,5082.5,2897.8,2.588,0.175,54.7,0.0,background
1017161.0,1.0,-9.0,9.055385138137417,5222.1,3042.4,2.594,0.182,59.7,0.0,background
1017161.0,1.0,-8.0,8.06225774829855,5060.2,2875.4,2.557,0.193,53.3,0.0,background
1017161.0,1.0,-7.0,7.0710678118654755,5000.8,2889.0,2.544,0.185,53.1,0.0,background
1017161.0,1.0,-6.0,6.082762530298219,5069.4,2895.4,2.535,0.19,53.5,0.0,background
1017161.0,1.0,-5.0,5.0990195135927845,5253.6,3031.3,2.577,0.198,59.2,0.0,background
1017161.0,1.0,-4.0,4.123105625617661,5201.1,2938.0,2.571,0.209,56.2,0.0,background
1017161.0,1.0,4.0,4.123105625617661,5337.4,3009.7,2.611,0.203,59.9,0.0,background
1017161.0,1.0,5.0,5.0990195135927845,5173.6,2887.9,2.578,0.199,54.8,0.0,background
1017161.0,1.0,6.0,6.082762530298219,4995.3,2836.5,2.54,0.209,51.6,0.0,background
1017161.0,1.0,7.0,7.0710678118654755,5153.6,2939.2,2.564,0.188,55.8,0.0,background
1017161.0,1.0,8.0,8.06225774829855,5043.4,2898.7,2.576,0.18,54.3,0.0,background
1017161.0,1.0,9.0,9.055385138137417,5126.6,2945.1,2.549,0.168,55.4,0.0,background
1017161.0,2.0,-9.0,9.219544457292887,5177.0,2917.6,2.59,0.193,55.9,0.0,background
1017161.0,2.0,-8.0,8.246211251235321,4855.4,2810.5,2.561,0.197,50.5,0.0,background
1017161.0,2.0,-7.0,7.280109889280518,4899.6,2783.4,2.557,0.208,50.0,0.0,background
1017161.0,2.0,-6.0,6.324555320336759,5138.4,3055.1,2.558,0.167,58.6,0.0,background
1017161.0,2.0,-5.0,5.385164807134504,5245.9,2984.8,2.642,0.201,59.4,0.0,background
1017161.0,2.0,-4.0,4.47213595499958,4841.5,2775.4,2.598,0.205,50.2,0.0,background
1017161.0,2.0,4.0,4.47213595499958,5186.8,2974.8,2.541,0.187,56.4,0.0,background
1017161.0,2.0,5.0,5.385164807134504,5144.0,2993.5,2.575,0.178,57.4,0.0,background
1017161.0,2.0,6.0,6.324555320336759,5224.9,3006.3,2.546,0.192,57.6,0.0,background
1017161.0,2.0,7.0,7.280109889280518,5009.5,2816.4,2.55,0.19,51.3,0.0,background
1017161.0,2.0,8.0,8.246211251235321,5155.7,2959.6,2.571,0.187,56.5,0.0,background
1017161.0,2.0,9.0,9.219544457292887,5197.2,2998.1,2.532,0.198,56.9,0.0,background
1017161.0,3.0,-9.0,9.486832980505138,5144.6,2897.7,2.576,0.195,54.8,0.0,background
1017161.0,3.0,-8.0,8.54400374531753,5257.1,2977.3,2.577,0.191,57.7,0.0,background
1017161.0,3.0,-7.0,7.615773105863909,5260.0,2966.7,2.616,0.198,58.3,0.0,background
1017161.0,3.0,-6.0,6.708203932499369,5266.5,2980.7,2.546,0.184,57.2,0.0,background
1017161.0,3.0,-5.0,5.830951894845301,5280.9,3008.4,2.536,0.181,57.8,0.0,background
1017161.0,3.0,-4.0,5.0,5157.6,2972.3,2.592,0.174,57.3,0.0,background
1017161.0,3.0,-3.0,4.242640687119285,5134.9,2963.7,2.551,0.184,56.0,0.0,background
1017161.0,3.0,3.0,4.242640687119285,5082.8,2949.1,2.557,0.19,55.4,0.0,background
1017161.0,3.0,4.0,5.0,4893.1,2771.0,2.52,0.199,48.9,0.0,background
1017161.0,3.0,5.0,5.830951894845301,4928.1,2787.8,2.614,0.192,51.4,0.0,background
1017161.0,3.0,6.0,6.708203932499369,5270.7,3034.8,2.598,0.194,59.9,0.0,background
1017161.0,3.0,7.0,7.615773105863909,4986.7,2790.1,2.557,0.195,50.6,0.0,background
1017161.0,3.0,8.0,8.54400374531753,5183.1,3022.2,2.55,0.2,57.9,0.0,background
1017161.0,3.0,9.0,9.486832980505138,5186.6,2974.5,2.529,0.193,56.2,0.0,background
1017161.0,4.0,-9.0,9.848857801796104,5143.3,2899.9,2.558,0.181,54.5,0.0,background
1017161.0,4.0,-8.0,8.94427190999916,5057.7,2861.5,2.582,0.209,53.5,0.0,background
1017161.0,4.0,-7.0,8.06225774829855,5098.0,2941.2,2.553,0.189,55.2,0.0,background
1017161.0,4.0,-6.0,7.211102550927978,5144.9,2988.6,2.588,0.184,57.6,0.0,background
1017161.0,4.0,-5.0,6.4031242374328485,5207.0,3015.0,2.514,0.187,57.0,0.0,background
1017161.0,4.0,-4.0,5.656854249492381,4988.1,2830.1,2.497,0.195,50.5,0.0,background
1017161.0,4.0,-3.0,5.0,5171.9,2978.5,2.597,0.194,57.7,0.0,background
1017161.0,4.0,-2.0,4.47213595499958,5139.7,2886.5,2.612,0.188,55.3,0.0,background
1017161.0,4.0,-1.0,4.123105625617661,5165.0,2949.4,2.546,0.183,55.7,0.0,background
1017161.0,4.0,0.0,4.0,5126.6,2898.7,2.523,0.211,53.6,0.0,background
1017161.0,4.0,1.0,4.123105625617661,5295.5,3027.4,2.56,0.192,59.0,0.0,background
1017161.0,4.0,2.0,4.47213595499958,5116.2,2969.3,2.577,0.205,56.6,0.0,background
1017161.0,4.0,3.0,5.0,4936.3,2841.1,2.54,0.203,51.3,0.0,background
1017161.0,4.0,4.0,5.656854249492381,4978.1,2821.0,2.567,0.185,51.6,0.0,background
1017161.0,4.0,5.0,6.4031242374328485,5059.0,2898.4,2.555,0.195,53.9,0.0,background
1017161.0,4.0,6.0,7.211102550927978,5143.5,2894.2,2.624,0.183,55.8,0.0,background
1017161.0,4.0,7.0,8.06225774829855,5115.6,2879.1,2.547,0.203,53.6,0.0,background
1017161.0,4.0,8.0,8.94427190999916,5275.6,2987.3,2.586,0.2,58.3,0.0,background
1017161.0,4.0,9.0,9.848857801796104,4980.3,2771.6,2.561,0.195,50.2,0.0,background
1017161.0,5.0,-8.0,9.433981132056603,5093.5,2919.4,2.542,0.209,54.4,0.0,background
1017161.0,5.0,-7.0,8.602325267042627,5116.1,2948.5,2.515,0.186,54.7,0.0,background
1017161.0,5.0,-6.0,7.810249675906654,5088.5,2960.9,2.58,0.179,56.3,0.0,background
1017161.0,5.0,-5.0,7.0710678118654755,5109.8,2885.1,2.618,0.18,55.2,0.0,background
1017161.0,5.0,-4.0,6.4031242374328485,5083.8,2924.9,2.554,0.207,54.7,0.0,background
1017161.0,5.0,-3.0,5.830951894845301,4992.0,2838.7,2.521,0.183,51.2,0.0,background
1017161.0,5.0,-2.0,5.385164807134504,5179.6,2898.1,2.599,0.193,55.5,0.0,background
1017161.0,5.0,-1.0,5.0990195135927845,5176.9,2991.6,2.606,0.189,58.3,0.0,background
1017161.0,5.0,0.0,5.0,5117.6,3007.4,2.553,0.194,57.1,0.0,background
1017161.0,5.0,1.0,5.0990195135927845,4965.3,2851.8,2.537,0.2,51.7,0.0,background
1017161.0,5.0,2.0,5.385164807134504,5164.4,2918.6,2.557,0.173,55.1,0.0,background
1017161.0,5.0,3.0,5.830951894845301,5096.4,3014.3,2.503,0.178,56.0,0.0,background
1017161.0,5.0,4.0,6.4031242374328485,5154.6,2958.8,2.548,0.201,56.0,0.0,background
1017161.0,5.0,5.0,7.0710678118654755,5167.2,2959.2,2.561,0.176,56.3,0.0,background
1017161.0,5.0,6.0,7.810249675906654,5006.5,2818.1,2.541,0.187,51.2,0.0,background
1017161.0,5.0,7.0,8.602325267042627,5045.2,2912.1,2.552,0.187,54.1,0.0,background
1017161.0,5.0,8.0,9.433981132056603,5222.8,3046.3,2.568,0.198,59.2,0.0,background
1017161.0,6.0,-8.0,10.0,5190.0,2930.3,2.57,0.193,55.9,0.0,background
1017161.0,6.0,-7.0,9.219544457292887,5062.7,2913.3,2.575,0.196,54.7,0.0,background
1017161.0,6.0,-6.0,8.48528137423857,5009.8,2930.0,2.585,0.18,55.0,0.0,background
1017161.0,6.0,-5.0,7.810249675906654,5139.8,2965.7,2.6,0.189,57.2,0.0,background
1017161.0,6.0,-4.0,7.211102550927978,5086.4,2915.6,2.621,0.191,55.9,0.0,background
1017161.0,6.0,-3.0,6.708203932499369,5282.6,3066.1,2.543,0.187,59.6,0.0,background
1017161.0,6.0,-2.0,6.324555320336759,5208.5,3016.7,2.547,0.194,57.8,0.0,background
1017161.0,6.0,-1.0,6.082762530298219,5155.3,2951.7,2.59,0.176,56.7,0.0,background
1017161.0,6.0,0.0,6.0,5187.8,2973.5,2.583,0.186,57.3,0.0,background
1017161.0,6.0,1.0,6.082762530298219,5086.1,2966.0,2.497,0.194,54.6,0.0,background
1017161.0,6.0,2.0,6.324555320336759,5199.4,3011.3,2.559,0.212,57.9,0.0,background
1017161.0,6.0,3.0,6.708203932499369,5078.3,2888.8,2.583,0.188,54.4,0.0,background
1017161.0,6.0,4.0,7.211102550927978,5058.3,2851.5,2.599,0.19,53.5,0.0,background
1017161.0,6.0,5.0,7.810249675906654,5054.9,2903.1,2.582,0.202,54.6,0.0,background
1017161.0,6.0,6.0,8.48528137423857,4989.3,2798.5,2.519,0.2,50.1,0.0,background
1017161.0,6.0,7.0,9.219544457292887,5157.4,2993.4,2.569,0.193,57.4,0.0,background
1017161.0,6.0,8.0,10.0,5206.1,2976.5,2.608,0.18,58.1,0.0,background
1017161.0,7.0,-7.0,9.899494936611665,4874.3,2870.3,2.551,0.178,51.9,0.0,background
1017161.0,7.0,-6.0,9.219544457292887,5185.9,2979.4,2.556,0.185,56.9,0.0,background
1017161.0,7.0,-5.0,8.602325267042627,5110.2,2882.8,2.627,0.187,55.3,0.0,background
1017161.0,7.0,-4.0,8.06225774829855,5110.7,2891.7,2.571,0.191,54.4,0.0,background
1017161.0,7.0,-3.0,7.615773105863909,4962.5,2913.0,2.525,0.182,53.0,0.0,background
1017161.0,7.0,-2.0,7.280109889280518,5056.7,2871.1,2.545,0.188,53.0,0.0,background
1017161.0,7.0,-1.0,7.0710678118654755,5094.3,2851.5,2.531,0.21,52.3,0.0,background
1017161.0,7.0,0.0,7.0,5216.4,3018.2,2.637,0.189,60.0,0.0,background
1017161.0,7.0,1.0,7.0710678118654755,5099.9,2957.3,2.622,0.192,57.2,0.0,background
1017161.0,7.0,2.0,7.280109889280518,5127.5,2966.6,2.579,0.188,56.7,0.0,background
1017161.0,7.0,3.0,7.615773105863909,5013.3,2869.9,2.569,0.18,53.2,0.0,background
1017161.0,7.0,4.0,8.06225774829855,5145.0,2937.9,2.548,0.204,55.3,0.0,background
1017161.0,7.0,5.0,8.602325267042627,5220.3,2993.0,2.542,0.196,57.2,0.0,background
1017161.0,7.0,6.0,9.219544457292887,5100.1,2862.2,2.551,0.187,53.1,0.0,background
1017161.0,7.0,7.0,9.899494936611665,5092.9,2884.9,2.575,0.192,54.2,0.0,background
1017161.0,8.0,-6.0,10.0,4991.3,2858.8,2.531,0.19,52.0,0.0,background
1017161.0,8.0,-5.0,9.433981132056603,5168.2,2909.6,2.544,0.192,54.6,0.0,background
1017161.0,8.0,-4.0,8.94427190999916,5187.7,2990.5,2.581,0.179,57.8,0.0,background
1017161.0,8.0,-3.0,8.54400374531753,5332.1,3032.3,2.566,0.193,59.5,0.0,background
1017161.0,8.0,-2.0,8.246211251235321,5008.3,2894.1,2.591,0.192,54.2,0.0,background
1017161.0,8.0,-1.0,8.06225774829855,5190.6,2927.8,2.588,0.193,56.2,0.0,background
1017161.0,8.0,0.0,8.0,5254.1,2999.5,2.549,0.192,57.7,0.0,background
1017161.0,8.0,1.0,8.06225774829855,5081.8,2853.2,2.498,0.181,51.7,0.0,background
1017161.0,8.0,2.0,8.246211251235321,5062.8,2883.7,2.525,0.199,52.9,0.0,background
1017161.0,8.0,3.0,8.54400374531753,5015.7,2879.3,2.521,0.193,52.4,0.0,background
1017161.0,8.0,4.0,8.94427190999916,5059.6,2849.0,2.539,0.179,52.3,0.0,background
1017161.0,8.0,5.0,9.433981132056603,4998.2,2794.6,2.636,0.192,52.4,0.0,background
1017161.0,8.0,6.0,10.0,5078.2,2878.9,2.583,0.191,54.1,0.0,background
1017161.0,9.0,-4.0,9.848857801796104,5088.8,2926.2,2.578,0.197,55.3,0.0,background
1017161.0,9.0,-3.0,9.486832980505138,5185.6,2945.8,2.57,0.209,56.3,0.0,background
1017161.0,9.0,-2.0,9.219544457292887,5069.2,2941.4,2.585,0.186,55.7,0.0,background
1017161.0,9.0,-1.0,9.055385138137417,4894.7,2810.4,2.507,0.186,49.7,0.0,background
1017161.0,9.0,0.0,9.0,5221.6,2986.0,2.592,0.185,58.1,0.0,background
1017161.0,9.0,1.0,9.055385138137417,5065.0,2833.4,2.578,0.198,52.7,0.0,background
1017161.0,9.0,2.0,9.219544457292887,5221.8,2985.8,2.556,0.221,57.3,0.0,background
1017161.0,9.0,3.0,9.486832980505138,5201.7,3025.7,2.589,0.192,59.0,0.0,background
1017161.0,9.0,4.0,9.848857801796104,5130.5,2917.7,2.571,0.179,55.2,0.0,background
1017161.0,10.0,0.0,10.0,5117.9,2893.9,2.549,0.176,54.0,0.0,background
1017162.0,-10.0,0.0,10.0,4962.1,2831.2,2.53,0.186,51.0,0.0,background
1017162.0,-9.0,-4.0,9.848857801796104,5122.7,2967.1,2.558,0.17,56.2,0.0,background
1017162.0,-9.0,-3.0,9.486832980505138,5218.7,3012.7,2.579,0.205,58.5,0.0,background
1017162.0,-9.0,-2.0,9.219544457292887,5037.4,2796.2,2.532,0.177,50.6,0.0,background
1017162.0,-9.0,-1.0,9.055385138137417,5045.7,2857.0,2.552,0.184,52.7,0.0,background
